name,target
t_door_0066_time_stretch_11.wav,door
d_0107_time_stretch_13.wav,door
k_0043_time_stretch_3.wav,keyboard
bg_0109_time_stretch_1.wav,bags
knocking_door_0026_time_stretch_4.wav,knocking_door
d_0059_time_stretch_0.wav,door
t_knocking_door_0013_time_stretch_9.wav,knocking_door
t_keyboard_0066_time_stretch_1.wav,keyboard
tt_kd_0017_time_stretch_7.wav,knocking_door
bg_0005_time_stretch_3.wav,bags
tool_0251.wav,tool
tt_kd_0019_time_stretch_8.wav,knocking_door
keyboard_0044_time_stretch_2.wav,keyboard
knocking_door_0047_time_stretch_4.wav,knocking_door
knocking_door_0038_time_stretch_1.wav,knocking_door
t_keyboard_0009_time_stretch_0.wav,keyboard
t_door_0060_time_stretch_0.wav,door
d_0034_time_stretch_1.wav,door
door_0043_time_stretch_1.wav,door
t_knocking_door_0065_time_stretch_7.wav,knocking_door
ring_0291.wav,ring
d_0074_time_stretch_9.wav,door
background_0052_time_stretch_8.wav,background
t_door_0086_time_stretch_6.wav,door
t_keyboard_0023_time_stretch_2.wav,keyboard
knocking_door_0037_time_stretch_6.wav,knocking_door
t_door_0070_time_stretch_2.wav,door
tool_0494.wav,tool
t_door_0012_time_stretch_0.wav,door
tt_kd_0005_time_stretch_6.wav,knocking_door
bg_0165_time_stretch_1.wav,bags
t_door_0068_time_stretch_10.wav,door
knocking_door_0009_time_stretch_3.wav,knocking_door
bags_0005_time_stretch_0.wav,bags
door_0024_time_stretch_2.wav,door
d_0067_time_stretch_13.wav,door
bg_0149.wav,bags
t_knocking_door_0061_time_stretch_1.wav,knocking_door
tool_0223.wav,tool
t_keyboard_0078_time_stretch_1.wav,keyboard
background_0056_time_stretch_7.wav,background
knocking_door_0045_time_stretch_4.wav,knocking_door
door_0058_time_stretch_5.wav,door
door_0066_time_stretch_11.wav,door
d_0035_time_stretch_11.wav,door
knocking_door_0049_time_stretch_9.wav,knocking_door
speech_0108.wav,speech
keyboard_0045_time_stretch_3.wav,keyboard
bg_0040_time_stretch_0.wav,bags
ring_0474.wav,ring
bg_0181.wav,bags
background_0061_time_stretch_2.wav,background
k_0110.wav,keyboard
door_0041_time_stretch_6.wav,door
background_0060_time_stretch_10.wav,background
speech_0019_slice_2.wav,speech
t_door_0066_time_stretch_13.wav,door
door_0003_time_stretch_0.wav,door
door_0037_time_stretch_10.wav,door
keyboard_0033_time_stretch_0.wav,keyboard
bags_0015_time_stretch_1.wav,bags
t_bags_0002_time_stretch_1.wav,bags
background_0015_time_stretch_10.wav,background
t_ring_0031.wav,ring
t_door_0084_time_stretch_9.wav,door
t_knocking_door_0075_time_stretch_6.wav,knocking_door
knocking_door_0017_time_stretch_4.wav,knocking_door
door_0006_time_stretch_13.wav,door
knocking_door_0030_time_stretch_6.wav,knocking_door
tool_0080.wav,tool
d_0060_time_stretch_3.wav,door
background_0045_time_stretch_5.wav,background
t_knocking_door_0021_time_stretch_8.wav,knocking_door
ring_0084.wav,ring
ring_0395.wav,ring
background_0075_time_stretch_2.wav,background
bg_0070_time_stretch_3.wav,bags
door_0058_time_stretch_3.wav,door
t_bags_0005_time_stretch_0.wav,bags
d_0034_time_stretch_9.wav,door
tool_0347.wav,tool
background_0034_time_stretch_11.wav,background
background_0037_time_stretch_7.wav,background
knocking_door_0036_time_stretch_6.wav,knocking_door
t_knocking_door_0059_time_stretch_1.wav,knocking_door
bg_0044.wav,bags
bg_0039_time_stretch_0.wav,bags
bags_0005.wav,bags
d_0030_time_stretch_7.wav,door
speech_0025_slice_3.wav,speech
ring_0536.wav,ring
t_knocking_door_0070_time_stretch_7.wav,knocking_door
knocking_door_0035_time_stretch_8.wav,knocking_door
tool_1125.wav,tool
d_0002_time_stretch_2.wav,door
ring_0292.wav,ring
background_0029_time_stretch_12.wav,background
keyboard_0032_time_stretch_0.wav,keyboard
background_0065_time_stretch_9.wav,background
tt_k_0009.wav,keyboard
tool_1432.wav,tool
tool_0353.wav,tool
bg_0172_time_stretch_1.wav,bags
background_0075_time_stretch_8.wav,background
t_knocking_door_0037_time_stretch_7.wav,knocking_door
speech_0038_slice_1.wav,speech
t_bags_0043_time_stretch_3.wav,bags
door_0061_time_stretch_3.wav,door
tt_kd_0006_time_stretch_1.wav,knocking_door
t_bags_0011_time_stretch_1.wav,bags
t_door_0027_time_stretch_11.wav,door
tool_0574.wav,tool
knocking_door_0022_time_stretch_2.wav,knocking_door
background_0054_time_stretch_4.wav,background
bg_0072_time_stretch_1.wav,bags
tool_1213.wav,tool
d_0068_time_stretch_3.wav,door
background_0072_time_stretch_3.wav,background
k_0023.wav,keyboard
bg_0030_time_stretch_3.wav,bags
d_0035_time_stretch_0.wav,door
tt_kd_0010_time_stretch_9.wav,knocking_door
tool_1217.wav,tool
t_keyboard_0038.wav,keyboard
tool_0900.wav,tool
d_0105_time_stretch_2.wav,door
t_door_0027.wav,door
bg_0035_time_stretch_0.wav,bags
background_0001_time_stretch_10.wav,background
ring_0159.wav,ring
t_door_0088_time_stretch_5.wav,door
knocking_door_0011_time_stretch_11.wav,knocking_door
d_0027_time_stretch_5.wav,door
background_0063_time_stretch_5.wav,background
tool_0338.wav,tool
tt_kd_0010_time_stretch_11.wav,knocking_door
tool_1580.wav,tool
knocking_door_0041_time_stretch_2.wav,knocking_door
background_0054_time_stretch_12.wav,background
door_0029_time_stretch_9.wav,door
t_door_0089_time_stretch_9.wav,door
tool_0423.wav,tool
speech_0022_slice_2.wav,speech
bg_0003.wav,bags
speech_0005_slice_1.wav,speech
door_0003_time_stretch_7.wav,door
knocking_door_0035_time_stretch_10.wav,knocking_door
tt_kd_0012_time_stretch_2.wav,knocking_door
t_knocking_door_0069_time_stretch_11.wav,knocking_door
background_0014_time_stretch_10.wav,background
t_bags_0033.wav,bags
tool_0131.wav,tool
t_knocking_door_0086_time_stretch_6.wav,knocking_door
keyboard_0006_time_stretch_0.wav,keyboard
t_door_0046_time_stretch_5.wav,door
speech_0015_slice_3.wav,speech
t_knocking_door_0083_time_stretch_3.wav,knocking_door
bags_0040.wav,bags
tt_kd_0004_time_stretch_11.wav,knocking_door
d_0039_time_stretch_0.wav,door
k_0115_time_stretch_3.wav,keyboard
t_knocking_door_0051_time_stretch_2.wav,knocking_door
k_0002.wav,keyboard
tool_1596.wav,tool
knocking_door_0042_time_stretch_7.wav,knocking_door
d_0016_time_stretch_1.wav,door
bg_0053.wav,bags
tool_0165.wav,tool
d_0058.wav,door
tt_kd_0014_time_stretch_7.wav,knocking_door
door_0059_time_stretch_6.wav,door
bg_0040_time_stretch_3.wav,bags
d_0059_time_stretch_3.wav,door
tool_0144.wav,tool
knocking_door_0053_time_stretch_11.wav,knocking_door
k_0125_time_stretch_2.wav,keyboard
k_0104_time_stretch_3.wav,keyboard
t_bags_0025.wav,bags
d_0039_time_stretch_11.wav,door
background_0015_time_stretch_0.wav,background
t_bags_0041.wav,bags
t_door_0045_time_stretch_2.wav,door
t_door_0006_time_stretch_8.wav,door
background_0004_time_stretch_5.wav,background
ring_0522.wav,ring
d_0017_time_stretch_8.wav,door
knocking_door_0008_time_stretch_11.wav,knocking_door
t_door_0028_time_stretch_8.wav,door
t_knocking_door_0024_time_stretch_2.wav,knocking_door
ring_0622.wav,ring
tool_1078.wav,tool
background_0029_time_stretch_7.wav,background
t_knocking_door_0087_time_stretch_6.wav,knocking_door
t_keyboard_0022.wav,keyboard
tt_kd_0007_time_stretch_3.wav,knocking_door
k_0078.wav,keyboard
bags_0006_time_stretch_1.wav,bags
bg_0032_time_stretch_3.wav,bags
background_0008_time_stretch_2.wav,background
background_0033_time_stretch_1.wav,background
d_0051_time_stretch_4.wav,door
tool_1228.wav,tool
background_0058_time_stretch_11.wav,background
background_0053.wav,background
t_door_0009_time_stretch_6.wav,door
keyboard_0043.wav,keyboard
door_0071_time_stretch_6.wav,door
t_keyboard_0009_time_stretch_3.wav,keyboard
ring_0549.wav,ring
t_bags_0036_time_stretch_0.wav,bags
t_door_0048_time_stretch_3.wav,door
t_door_0048.wav,door
tool_1019.wav,tool
k_0032_time_stretch_3.wav,keyboard
background_0025_time_stretch_0.wav,background
door_0055.wav,door
t_door_0016_time_stretch_13.wav,door
bg_0178_time_stretch_0.wav,bags
tool_0990.wav,tool
tool_0515.wav,tool
ring_0086.wav,ring
t_door_0001_time_stretch_0.wav,door
d_0063_time_stretch_8.wav,door
tool_0348.wav,tool
d_0006_time_stretch_11.wav,door
k_0049_time_stretch_1.wav,keyboard
t_door_0018_time_stretch_9.wav,door
door_0025_time_stretch_3.wav,door
bg_0005.wav,bags
ring_0452.wav,ring
speech_0035.wav,speech
d_0049_time_stretch_8.wav,door
bg_0179_time_stretch_3.wav,bags
tool_0387.wav,tool
ring_0528.wav,ring
tool_0535.wav,tool
tool_1578.wav,tool
t_door_0017_time_stretch_10.wav,door
t_keyboard_0023_time_stretch_0.wav,keyboard
t_door_0060_time_stretch_11.wav,door
d_0014_time_stretch_0.wav,door
t_door_0033_time_stretch_7.wav,door
knocking_door_0038_time_stretch_11.wav,knocking_door
ring_0649.wav,ring
t_door_0080_time_stretch_4.wav,door
background_0047_time_stretch_4.wav,background
t_knocking_door_0034_time_stretch_5.wav,knocking_door
bg_0149_time_stretch_1.wav,bags
t_door_0043_time_stretch_1.wav,door
t_bags_0077_time_stretch_1.wav,bags
ring_0076.wav,ring
k_0126_time_stretch_3.wav,keyboard
tool_1329.wav,tool
tool_1651.wav,tool
background_0024_time_stretch_5.wav,background
bags_0003_time_stretch_0.wav,bags
bg_0034_time_stretch_0.wav,bags
k_0096_time_stretch_1.wav,keyboard
d_0080_time_stretch_0.wav,door
door_0051_time_stretch_13.wav,door
t_door_0052_time_stretch_13.wav,door
tool_1427.wav,tool
bg_0120_time_stretch_0.wav,bags
tool_1598.wav,tool
bg_0203_time_stretch_1.wav,bags
d_0056_time_stretch_10.wav,door
t_door_0042_time_stretch_11.wav,door
bg_0156_time_stretch_1.wav,bags
background_0016_time_stretch_6.wav,background
t_knocking_door_0061_time_stretch_5.wav,knocking_door
k_0039_time_stretch_0.wav,keyboard
tt_kd_0007_time_stretch_7.wav,knocking_door
speech_0028_slice_2.wav,speech
t_door_0012_time_stretch_6.wav,door
t_knocking_door_0047_time_stretch_5.wav,knocking_door
k_0007_time_stretch_0.wav,keyboard
t_knocking_door_0037_time_stretch_4.wav,knocking_door
bg_0048_time_stretch_3.wav,bags
tool_1266.wav,tool
background_0012_time_stretch_7.wav,background
t_bags_0061.wav,bags
tool_1348.wav,tool
door_0044.wav,door
t_door_0028_time_stretch_6.wav,door
t_ring_0001.wav,ring
tool_0382.wav,tool
t_knocking_door_0039_time_stretch_1.wav,knocking_door
door_0023_time_stretch_2.wav,door
background_0058_time_stretch_12.wav,background
t_keyboard_0056.wav,keyboard
door_0001.wav,door
d_0043.wav,door
tt_kd_0016_time_stretch_6.wav,knocking_door
d_0063.wav,door
d_0042_time_stretch_4.wav,door
k_0119_time_stretch_1.wav,keyboard
knocking_door_0008_time_stretch_7.wav,knocking_door
bags_0039_time_stretch_3.wav,bags
tool_0124.wav,tool
tool_0583.wav,tool
tool_1539.wav,tool
d_0106_time_stretch_6.wav,door
background_0070_time_stretch_6.wav,background
bg_0167_time_stretch_0.wav,bags
tool_0413.wav,tool
t_door_0051_time_stretch_5.wav,door
keyboard_0016_time_stretch_1.wav,keyboard
tool_1230.wav,tool
d_0083_time_stretch_0.wav,door
t_knocking_door_0042_time_stretch_10.wav,knocking_door
background_0044_time_stretch_7.wav,background
bg_0157.wav,bags
bags_0019.wav,bags
t_keyboard_0073_time_stretch_3.wav,keyboard
tool_0693.wav,tool
k_0057_time_stretch_3.wav,keyboard
t_knocking_door_0089_time_stretch_8.wav,knocking_door
knocking_door_0020_time_stretch_2.wav,knocking_door
ring_0031.wav,ring
tool_0793.wav,tool
tool_0420.wav,tool
t_knocking_door_0071_time_stretch_10.wav,knocking_door
ring_0530.wav,ring
bg_0074_time_stretch_0.wav,bags
t_bags_0016_time_stretch_0.wav,bags
k_0066_time_stretch_3.wav,keyboard
knocking_door_0024_time_stretch_1.wav,knocking_door
d_0002_time_stretch_6.wav,door
background_0065_time_stretch_0.wav,background
k_0074_time_stretch_2.wav,keyboard
bg_0142_time_stretch_0.wav,bags
k_0072.wav,keyboard
d_0099_time_stretch_7.wav,door
knocking_door_0052_time_stretch_10.wav,knocking_door
t_knocking_door_0034_time_stretch_10.wav,knocking_door
t_door_0013_time_stretch_6.wav,door
door_0065_time_stretch_3.wav,door
background_0007_time_stretch_12.wav,background
d_0037_time_stretch_7.wav,door
t_door_0009_time_stretch_0.wav,door
d_0089_time_stretch_8.wav,door
door_0062_time_stretch_1.wav,door
t_bags_0072_time_stretch_0.wav,bags
t_door_0063_time_stretch_6.wav,door
speech_0095.wav,speech
ring_0316.wav,ring
t_door_0015_time_stretch_4.wav,door
bg_0155_time_stretch_3.wav,bags
tool_0634.wav,tool
door_0027_time_stretch_3.wav,door
t_door_0038_time_stretch_9.wav,door
tool_0741.wav,tool
t_door_0022_time_stretch_6.wav,door
tool_0208.wav,tool
t_bags_0085.wav,bags
bg_0059.wav,bags
background_0031_time_stretch_2.wav,background
tool_0149.wav,tool
k_0018_time_stretch_0.wav,keyboard
ring_0124.wav,ring
tool_1564.wav,tool
t_door_0049_time_stretch_4.wav,door
tool_0721.wav,tool
background_0040_time_stretch_9.wav,background
tool_0516.wav,tool
t_knocking_door_0083.wav,knocking_door
tt_kd_0001_time_stretch_5.wav,knocking_door
t_door_0021_time_stretch_13.wav,door
d_0071.wav,door
k_0016_time_stretch_2.wav,keyboard
door_0031_time_stretch_9.wav,door
ring_0509.wav,ring
tool_0281.wav,tool
t_keyboard_0024.wav,keyboard
background_0068_time_stretch_4.wav,background
t_door_0080_time_stretch_2.wav,door
t_knocking_door_0070_time_stretch_6.wav,knocking_door
tool_0350.wav,tool
bg_0133_time_stretch_1.wav,bags
tool_1416.wav,tool
background_0051_time_stretch_8.wav,background
background_0039_time_stretch_5.wav,background
t_knocking_door_0052_time_stretch_4.wav,knocking_door
tool_0367.wav,tool
background_0033_time_stretch_6.wav,background
knocking_door_0025_time_stretch_4.wav,knocking_door
bg_0071_time_stretch_1.wav,bags
background_0007_time_stretch_2.wav,background
tt_kd_0012_time_stretch_5.wav,knocking_door
tool_0657.wav,tool
door_0066_time_stretch_0.wav,door
t_knocking_door_0078_time_stretch_4.wav,knocking_door
keyboard_0035_time_stretch_0.wav,keyboard
d_0092_time_stretch_5.wav,door
t_knocking_door_0083_time_stretch_9.wav,knocking_door
door_0063_time_stretch_7.wav,door
tool_0147.wav,tool
tool_0499.wav,tool
background_0023_time_stretch_2.wav,background
tool_1463.wav,tool
tool_0303.wav,tool
tool_0005.wav,tool
ring_0494.wav,ring
t_knocking_door_0012_time_stretch_8.wav,knocking_door
t_knocking_door_0052_time_stretch_6.wav,knocking_door
door_0074_time_stretch_8.wav,door
bg_0129_time_stretch_0.wav,bags
door_0048_time_stretch_9.wav,door
k_0054_time_stretch_2.wav,keyboard
tool_0892.wav,tool
t_door_0086_time_stretch_2.wav,door
d_0029_time_stretch_6.wav,door
tool_1116.wav,tool
tool_0880.wav,tool
d_0071_time_stretch_8.wav,door
tool_0698.wav,tool
d_0091_time_stretch_3.wav,door
door_0040_time_stretch_0.wav,door
bg_0103_time_stretch_3.wav,bags
speech_0032_slice_3.wav,speech
door_0033_time_stretch_0.wav,door
speech_0005_slice_3.wav,speech
ring_0180.wav,ring
t_keyboard_0048_time_stretch_1.wav,keyboard
t_keyboard_0060_time_stretch_1.wav,keyboard
tool_1082.wav,tool
door_0025_time_stretch_10.wav,door
d_0108.wav,door
d_0092_time_stretch_2.wav,door
bags_0033_time_stretch_3.wav,bags
speech_0034.wav,speech
tool_0949.wav,tool
background_0065_time_stretch_13.wav,background
door_0048_time_stretch_11.wav,door
t_door_0036_time_stretch_13.wav,door
d_0035_time_stretch_7.wav,door
background_0039_time_stretch_7.wav,background
t_door_0058_time_stretch_6.wav,door
bg_0081_time_stretch_1.wav,bags
d_0007_time_stretch_4.wav,door
door_0024_time_stretch_13.wav,door
ring_0150.wav,ring
ring_0525.wav,ring
tool_1402.wav,tool
door_0017_time_stretch_13.wav,door
k_0066_time_stretch_0.wav,keyboard
tool_0099.wav,tool
t_knocking_door_0064_time_stretch_11.wav,knocking_door
tool_1557.wav,tool
tool_0081.wav,tool
d_0046_time_stretch_4.wav,door
background_0046_time_stretch_9.wav,background
bg_0180_time_stretch_1.wav,bags
k_0065.wav,keyboard
tool_0212.wav,tool
d_0104_time_stretch_2.wav,door
t_door_0042_time_stretch_6.wav,door
t_door_0042_time_stretch_4.wav,door
background_0072_time_stretch_8.wav,background
d_0018_time_stretch_8.wav,door
t_knocking_door_0073_time_stretch_4.wav,knocking_door
d_0021_time_stretch_0.wav,door
ring_0619.wav,ring
knocking_door_0006_time_stretch_11.wav,knocking_door
tool_0806.wav,tool
t_bags_0005_time_stretch_3.wav,bags
door_0037_time_stretch_13.wav,door
tool_0870.wav,tool
door_0019_time_stretch_11.wav,door
t_knocking_door_0083_time_stretch_6.wav,knocking_door
ring_0462.wav,ring
bg_0176_time_stretch_0.wav,bags
ring_0516.wav,ring
t_knocking_door_0067_time_stretch_7.wav,knocking_door
background_0036_time_stretch_12.wav,background
door_0070_time_stretch_3.wav,door
speech_0017_slice_2.wav,speech
d_0027_time_stretch_9.wav,door
door_0031_time_stretch_2.wav,door
door_0027_time_stretch_8.wav,door
bg_0062_time_stretch_1.wav,bags
bg_0011_time_stretch_3.wav,bags
tool_1589.wav,tool
tool_0229.wav,tool
bg_0099_time_stretch_3.wav,bags
door_0047_time_stretch_11.wav,door
speech_0068.wav,speech
tt_k_0008_time_stretch_3.wav,keyboard
k_0040_time_stretch_2.wav,keyboard
ring_0302.wav,ring
d_0107_time_stretch_2.wav,door
door_0002_time_stretch_3.wav,door
tool_0777.wav,tool
d_0088_time_stretch_2.wav,door
t_knocking_door_0089_time_stretch_10.wav,knocking_door
ring_0197.wav,ring
t_door_0048_time_stretch_1.wav,door
bg_0118_time_stretch_0.wav,bags
t_knocking_door_0048_time_stretch_10.wav,knocking_door
bg_0205_time_stretch_1.wav,bags
ring_0115.wav,ring
knocking_door_0039_time_stretch_2.wav,knocking_door
tool_0091.wav,tool
tool_0717.wav,tool
bg_0043.wav,bags
d_0021_time_stretch_4.wav,door
door_0069_time_stretch_3.wav,door
tool_0398.wav,tool
t_knocking_door_0013_time_stretch_3.wav,knocking_door
door_0050_time_stretch_5.wav,door
ring_0342.wav,ring
t_door_0072_time_stretch_6.wav,door
door_0043_time_stretch_5.wav,door
ring_0442.wav,ring
speech_0105.wav,speech
bg_0119.wav,bags
tool_1417.wav,tool
k_0093.wav,keyboard
knocking_door_0040_time_stretch_3.wav,knocking_door
tt_k_0007_time_stretch_0.wav,keyboard
tool_0581.wav,tool
k_0048.wav,keyboard
t_door_0069_time_stretch_2.wav,door
ring_0118.wav,ring
ring_0595.wav,ring
t_knocking_door_0049_time_stretch_8.wav,knocking_door
background_0063_time_stretch_9.wav,background
background_0011_time_stretch_2.wav,background
tool_0189.wav,tool
door_0045_time_stretch_2.wav,door
bg_0015_time_stretch_3.wav,bags
tool_0904.wav,tool
d_0034_time_stretch_5.wav,door
background_0001_time_stretch_12.wav,background
tool_1257.wav,tool
tool_0273.wav,tool
tool_1437.wav,tool
tool_0069.wav,tool
ring_0304.wav,ring
k_0085_time_stretch_1.wav,keyboard
keyboard_0021_time_stretch_1.wav,keyboard
knocking_door_0022_time_stretch_3.wav,knocking_door
t_bags_0080_time_stretch_0.wav,bags
k_0001_time_stretch_0.wav,keyboard
ring_0161.wav,ring
t_door_0009_time_stretch_5.wav,door
t_bags_0078_time_stretch_3.wav,bags
knocking_door_0008_time_stretch_5.wav,knocking_door
d_0051_time_stretch_13.wav,door
bags_0029_time_stretch_0.wav,bags
tool_1636.wav,tool
tool_0877.wav,tool
t_knocking_door_0086_time_stretch_7.wav,knocking_door
k_0054_time_stretch_0.wav,keyboard
door_0006_time_stretch_3.wav,door
tool_1501.wav,tool
d_0080.wav,door
tt_kd_0018_time_stretch_2.wav,knocking_door
tool_1021.wav,tool
t_knocking_door_0073_time_stretch_3.wav,knocking_door
t_knocking_door_0048_time_stretch_7.wav,knocking_door
speech_0022.wav,speech
door_0014_time_stretch_3.wav,door
bg_0022_time_stretch_3.wav,bags
bg_0001_time_stretch_3.wav,bags
d_0095_time_stretch_13.wav,door
tool_1407.wav,tool
ring_0558.wav,ring
background_0043_time_stretch_7.wav,background
door_0067_time_stretch_10.wav,door
t_bags_0023_time_stretch_1.wav,bags
knocking_door_0031_time_stretch_1.wav,knocking_door
background_0034_time_stretch_2.wav,background
bg_0015_time_stretch_0.wav,bags
t_keyboard_0050_time_stretch_3.wav,keyboard
tool_0044.wav,tool
knocking_door_0002_time_stretch_7.wav,knocking_door
d_0028_time_stretch_0.wav,door
tool_0169.wav,tool
knocking_door_0029_time_stretch_10.wav,knocking_door
k_0043_time_stretch_0.wav,keyboard
bags_0034_time_stretch_0.wav,bags
t_door_0027_time_stretch_8.wav,door
door_0044_time_stretch_2.wav,door
door_0004_time_stretch_7.wav,door
tool_0483.wav,tool
d_0036_time_stretch_11.wav,door
t_door_0080_time_stretch_13.wav,door
tool_1404.wav,tool
bg_0188_time_stretch_0.wav,bags
tool_0408.wav,tool
tool_1254.wav,tool
t_door_0072_time_stretch_7.wav,door
bg_0099_time_stretch_0.wav,bags
background_0051_time_stretch_1.wav,background
tool_0200.wav,tool
bg_0012_time_stretch_1.wav,bags
t_knocking_door_0012_time_stretch_1.wav,knocking_door
t_knocking_door_0021_time_stretch_3.wav,knocking_door
background_0016_time_stretch_5.wav,background
tool_0927.wav,tool
ring_0567.wav,ring
bg_0177_time_stretch_3.wav,bags
bg_0128_time_stretch_0.wav,bags
door_0035_time_stretch_9.wav,door
d_0091_time_stretch_8.wav,door
t_keyboard_0007.wav,keyboard
bg_0066_time_stretch_3.wav,bags
k_0047_time_stretch_3.wav,keyboard
background_0053_time_stretch_6.wav,background
t_door_0068_time_stretch_7.wav,door
k_0113.wav,keyboard
t_door_0090_time_stretch_13.wav,door
k_0104_time_stretch_1.wav,keyboard
k_0089_time_stretch_1.wav,keyboard
door_0008_time_stretch_5.wav,door
d_0107_time_stretch_4.wav,door
t_knocking_door_0052_time_stretch_5.wav,knocking_door
t_knocking_door_0039_time_stretch_6.wav,knocking_door
background_0047_time_stretch_11.wav,background
d_0033_time_stretch_1.wav,door
speech_0026_slice_2.wav,speech
tt_kd_0008_time_stretch_1.wav,knocking_door
door_0016_time_stretch_8.wav,door
k_0099_time_stretch_0.wav,keyboard
t_knocking_door_0025_time_stretch_10.wav,knocking_door
k_0123_time_stretch_1.wav,keyboard
knocking_door_0020_time_stretch_9.wav,knocking_door
d_0091_time_stretch_11.wav,door
ring_0113.wav,ring
tool_1365.wav,tool
knocking_door_0030_time_stretch_3.wav,knocking_door
background_0038_time_stretch_8.wav,background
d_0085_time_stretch_2.wav,door
speech_0061.wav,speech
bg_0198_time_stretch_3.wav,bags
knocking_door_0012_time_stretch_3.wav,knocking_door
door_0041_time_stretch_0.wav,door
speech_0010_slice_4.wav,speech
ring_0493.wav,ring
t_knocking_door_0049_time_stretch_3.wav,knocking_door
t_door_0006_time_stretch_10.wav,door
tool_0184.wav,tool
k_0006.wav,keyboard
speech_0001_slice_1.wav,speech
background_0005.wav,background
speech_0016_slice_4.wav,speech
background_0021_time_stretch_5.wav,background
d_0075_time_stretch_3.wav,door
d_0073_time_stretch_0.wav,door
t_knocking_door_0084.wav,knocking_door
door_0008_time_stretch_1.wav,door
bags_0012.wav,bags
knocking_door_0022_time_stretch_11.wav,knocking_door
d_0058_time_stretch_7.wav,door
k_0062_time_stretch_0.wav,keyboard
t_knocking_door_0030_time_stretch_3.wav,knocking_door
door_0023_time_stretch_6.wav,door
t_knocking_door_0034_time_stretch_6.wav,knocking_door
knocking_door_0045_time_stretch_8.wav,knocking_door
t_knocking_door_0007_time_stretch_5.wav,knocking_door
k_0033.wav,keyboard
k_0045_time_stretch_1.wav,keyboard
bg_0084_time_stretch_3.wav,bags
d_0104_time_stretch_1.wav,door
knocking_door_0030.wav,knocking_door
bg_0033_time_stretch_3.wav,bags
door_0072_time_stretch_10.wav,door
t_door_0068_time_stretch_2.wav,door
background_0015_time_stretch_8.wav,background
door_0074_time_stretch_7.wav,door
door_0039_time_stretch_7.wav,door
k_0114_time_stretch_1.wav,keyboard
